0;0;50
10;0;50
20;0;50
30;0;50
40;0;50
50;0;50
60;0;50
70;0;50
80;0;50
90;0;50
100;0;50
110;5;45
120;3;47
130;10;40
140;21;29
150;36;14
160;45;5
170;47;3
180;50;0
190;50;0
200;50;0
210;50;0
220;50;0
230;50;0
240;50;0
250;50;0
260;50;0
270;50;0
280;50;0
290;50;0
300;50;0
310;50;0
320;50;0
330;50;0
340;50;0
350;50;0
360;50;0
370;50;0
380;50;0
390;50;0
